id,age,fare,parents_and_children,p_class,siblings_and_spouses,survived,fam_size,fam_mul_size,fare_mul_pclass,fare_mul_age,fare_div_age,pclass_mul_age,pclass_div_age,cabin_A,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_U,sex_female,sex_male,social_status_high,social_status_normal
133,47.0,14.5,0,3,1,0.0,1,0,4.83333333333,681.5,0.308510638298,141.0,0.063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
134,29.0,26.0,0,2,1,1.0,1,0,13.0,754.0,0.896551724138,58.0,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
135,25.0,13.0,0,2,0,0.0,0,0,6.5,325.0,0.52,50.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
136,23.0,15.0458,0,2,0,0.0,0,0,7.5229,346.0534,0.654165217391,46.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
137,19.0,26.2833,2,1,0,1.0,2,0,26.2833,499.3827,1.38333157895,19.0,0.0526315789474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
138,37.0,53.1,0,1,1,0.0,1,0,53.1,1964.7,1.43513513514,37.0,0.027027027027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
139,16.0,9.2167,0,3,0,0.0,0,0,3.07223333333,147.4672,0.57604375,48.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
140,24.0,79.2,0,1,0,0.0,0,0,79.2,1900.8,3.3,24.0,0.0416666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
141,22.0,15.2458,2,3,0,0.0,2,0,5.08193333333,335.4076,0.692990909091,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
142,22.0,7.75,0,3,0,1.0,0,0,2.58333333333,170.5,0.352272727273,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
143,24.0,15.85,0,3,1,1.0,1,0,5.28333333333,380.4,0.660416666667,72.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
144,19.0,6.75,0,3,0,0.0,0,0,2.25,128.25,0.355263157895,57.0,0.157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
145,18.0,11.5,0,2,0,0.0,0,0,5.75,207.0,0.638888888889,36.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
146,19.0,36.75,1,2,1,0.0,2,1,18.375,698.25,1.93421052632,38.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
147,27.0,7.7958,0,3,0,1.0,0,0,2.5986,210.4866,0.288733333333,81.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
148,9.0,34.375,2,3,2,0.0,4,4,11.4583333333,309.375,3.81944444444,27.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
149,36.5,26.0,2,2,0,0.0,2,0,13.0,949.0,0.712328767123,73.0,0.0547945205479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
150,42.0,13.0,0,2,0,0.0,0,0,6.5,546.0,0.309523809524,84.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
151,51.0,12.525,0,2,0,0.0,0,0,6.2625,638.775,0.245588235294,102.0,0.0392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
152,22.0,66.6,0,1,1,1.0,1,0,66.6,1465.2,3.02727272727,22.0,0.0454545454545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
153,55.5,8.05,0,3,0,0.0,0,0,2.68333333333,446.775,0.145045045045,166.5,0.0540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
154,40.5,14.5,2,3,0,0.0,2,0,4.83333333333,587.25,0.358024691358,121.5,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
155,25.0,7.3125,0,3,0,0.0,0,0,2.4375,182.8125,0.2925,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
156,51.0,61.3792,1,1,0,0.0,1,0,61.3792,3130.3392,1.20351372549,51.0,0.0196078431373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
157,16.0,7.7333,0,3,0,1.0,0,0,2.57776666667,123.7328,0.48333125,48.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
158,30.0,8.05,0,3,0,0.0,0,0,2.68333333333,241.5,0.268333333333,90.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
159,25.0,8.6625,0,3,0,0.0,0,0,2.8875,216.5625,0.3465,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
160,25.0,69.55,2,3,8,0.0,10,16,23.1833333333,1738.75,2.782,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
161,44.0,16.1,1,3,0,0.0,1,0,5.36666666667,708.4,0.365909090909,132.0,0.0681818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
162,40.0,15.75,0,2,0,1.0,0,0,7.875,630.0,0.39375,80.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
163,26.0,7.775,0,3,0,0.0,0,0,2.59166666667,202.15,0.299038461538,78.0,0.115384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
164,17.0,8.6625,0,3,0,0.0,0,0,2.8875,147.2625,0.509558823529,51.0,0.176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
165,1.0,39.6875,1,3,4,0.0,5,4,13.2291666667,39.6875,39.6875,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
166,9.0,20.525,2,3,0,1.0,2,0,6.84166666667,184.725,2.28055555556,27.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
167,36.0,55.0,1,1,0,1.0,1,0,55.0,1980.0,1.52777777778,36.0,0.0277777777778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
168,45.0,27.9,4,3,1,0.0,5,4,9.3,1255.5,0.62,135.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
169,42.0,25.925,0,1,0,0.0,0,0,25.925,1088.85,0.617261904762,42.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
170,28.0,56.4958,0,3,0,0.0,0,0,18.8319333333,1581.8824,2.01770714286,84.0,0.107142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
171,61.0,33.5,0,1,0,0.0,0,0,33.5,2043.5,0.549180327869,61.0,0.016393442623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
172,4.0,29.125,1,3,4,0.0,5,4,9.70833333333,116.5,7.28125,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
173,1.0,11.1333,1,3,1,1.0,2,1,3.7111,11.1333,11.1333,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
174,21.0,7.925,0,3,0,0.0,0,0,2.64166666667,166.425,0.377380952381,63.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
175,56.0,30.6958,0,1,0,0.0,0,0,30.6958,1718.9648,0.548139285714,56.0,0.0178571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
176,18.0,7.8542,1,3,1,0.0,2,1,2.61806666667,141.3756,0.436344444444,54.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
177,25.0,25.4667,1,3,3,0.0,4,3,8.4889,636.6675,1.018668,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
178,50.0,28.7125,0,1,0,0.0,0,0,28.7125,1435.625,0.57425,50.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
179,30.0,13.0,0,2,0,0.0,0,0,6.5,390.0,0.433333333333,60.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
180,36.0,0.0,0,3,0,0.0,0,0,0.0,0.0,0.0,108.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
181,22.0,69.55,2,3,8,0.0,10,16,23.1833333333,1530.1,3.16136363636,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
182,29.5,15.05,0,2,0,0.0,0,0,7.525,443.975,0.510169491525,59.0,0.0677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
183,9.0,31.3875,2,3,4,0.0,6,8,10.4625,282.4875,3.4875,27.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
184,1.0,39.0,1,2,2,1.0,3,2,19.5,39.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
185,4.0,22.025,2,3,0,1.0,2,0,7.34166666667,88.1,5.50625,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
186,42.0,50.0,0,1,0,0.0,0,0,50.0,2100.0,1.19047619048,42.0,0.0238095238095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
187,22.0,15.5,0,3,1,1.0,1,0,5.16666666667,341.0,0.704545454545,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
188,45.0,26.55,0,1,0,1.0,0,0,26.55,1194.75,0.59,45.0,0.0222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
189,40.0,15.5,1,3,1,0.0,2,1,5.16666666667,620.0,0.3875,120.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
190,36.0,7.8958,0,3,0,0.0,0,0,2.63193333333,284.2488,0.219327777778,108.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
191,32.0,13.0,0,2,0,1.0,0,0,6.5,416.0,0.40625,64.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
192,19.0,13.0,0,2,0,0.0,0,0,6.5,247.0,0.684210526316,38.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
193,19.0,7.8542,0,3,1,1.0,1,0,2.61806666667,149.2298,0.413378947368,57.0,0.157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
194,3.0,26.0,1,2,1,1.0,2,1,13.0,78.0,8.66666666667,6.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
195,44.0,27.7208,0,1,0,1.0,0,0,27.7208,1219.7152,0.630018181818,44.0,0.0227272727273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
196,58.0,146.5208,0,1,0,1.0,0,0,146.5208,8498.2064,2.52622068966,58.0,0.0172413793103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
197,25.0,7.75,0,3,0,0.0,0,0,2.58333333333,193.75,0.31,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
198,42.0,8.4042,1,3,0,0.0,1,0,2.8014,352.9764,0.2001,126.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
199,22.0,7.75,0,3,0,1.0,0,0,2.58333333333,170.5,0.352272727273,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
200,24.0,13.0,0,2,0,0.0,0,0,6.5,312.0,0.541666666667,48.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
201,28.0,9.5,0,3,0,0.0,0,0,3.16666666667,266.0,0.339285714286,84.0,0.107142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
202,25.0,69.55,2,3,8,0.0,10,16,23.1833333333,1738.75,2.782,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
203,34.0,6.4958,0,3,0,0.0,0,0,2.16526666667,220.8572,0.191052941176,102.0,0.0882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
204,45.5,7.225,0,3,0,0.0,0,0,2.40833333333,328.7375,0.158791208791,136.5,0.0659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
205,18.0,8.05,0,3,0,1.0,0,0,2.68333333333,144.9,0.447222222222,54.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
206,2.0,10.4625,1,3,0,0.0,1,0,3.4875,20.925,5.23125,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
207,32.0,15.85,0,3,1,0.0,1,0,5.28333333333,507.2,0.4953125,96.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
208,26.0,18.7875,0,3,0,1.0,0,0,6.2625,488.475,0.722596153846,78.0,0.115384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
209,16.0,7.75,0,3,0,1.0,0,0,2.58333333333,124.0,0.484375,48.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
210,40.0,31.0,0,1,0,1.0,0,0,31.0,1240.0,0.775,40.0,0.025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
211,24.0,7.05,0,3,0,0.0,0,0,2.35,169.2,0.29375,72.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
212,35.0,21.0,0,2,0,1.0,0,0,10.5,735.0,0.6,70.0,0.0571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
213,22.0,7.25,0,3,0,0.0,0,0,2.41666666667,159.5,0.329545454545,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
214,30.0,13.0,0,2,0,0.0,0,0,6.5,390.0,0.433333333333,60.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
215,25.0,7.75,0,3,1,0.0,1,0,2.58333333333,193.75,0.31,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
216,31.0,113.275,0,1,1,1.0,1,0,113.275,3511.525,3.65403225806,31.0,0.0322580645161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
217,27.0,7.925,0,3,0,1.0,0,0,2.64166666667,213.975,0.293518518519,81.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
218,42.0,27.0,0,2,1,0.0,1,0,13.5,1134.0,0.642857142857,84.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
219,32.0,76.2917,0,1,0,1.0,0,0,76.2917,2441.3344,2.384115625,32.0,0.03125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
220,30.0,10.5,0,2,0,0.0,0,0,5.25,315.0,0.35,60.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
221,16.0,8.05,0,3,0,1.0,0,0,2.68333333333,128.8,0.503125,48.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
222,27.0,13.0,0,2,0,0.0,0,0,6.5,351.0,0.481481481481,54.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
223,51.0,8.05,0,3,0,0.0,0,0,2.68333333333,410.55,0.157843137255,153.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
224,25.0,7.8958,0,3,0,0.0,0,0,2.63193333333,197.395,0.315832,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
225,38.0,90.0,0,1,1,1.0,1,0,90.0,3420.0,2.36842105263,38.0,0.0263157894737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
226,22.0,9.35,0,3,0,0.0,0,0,3.11666666667,205.7,0.425,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
227,19.0,10.5,0,2,0,1.0,0,0,5.25,199.5,0.552631578947,38.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
228,20.5,7.25,0,3,0,0.0,0,0,2.41666666667,148.625,0.353658536585,61.5,0.146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
229,18.0,13.0,0,2,0,0.0,0,0,6.5,234.0,0.722222222222,36.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
230,22.0,25.4667,1,3,3,0.0,4,3,8.4889,560.2674,1.15757727273,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
231,35.0,83.475,0,1,1,1.0,1,0,83.475,2921.625,2.385,35.0,0.0285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
232,29.0,7.775,0,3,0,0.0,0,0,2.59166666667,225.475,0.268103448276,87.0,0.103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
233,59.0,13.5,0,2,0,0.0,0,0,6.75,796.5,0.228813559322,118.0,0.0338983050847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
234,5.0,31.3875,2,3,4,1.0,6,8,10.4625,156.9375,6.2775,15.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
235,24.0,10.5,0,2,0,0.0,0,0,5.25,252.0,0.4375,48.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
236,22.0,7.55,0,3,0,0.0,0,0,2.51666666667,166.1,0.343181818182,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
237,44.0,26.0,0,2,1,0.0,1,0,13.0,1144.0,0.590909090909,88.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
238,8.0,26.25,2,2,0,1.0,2,0,13.125,210.0,3.28125,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
239,19.0,10.5,0,2,0,0.0,0,0,5.25,199.5,0.552631578947,38.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
240,33.0,12.275,0,2,0,0.0,0,0,6.1375,405.075,0.37196969697,66.0,0.0606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
241,22.0,14.4542,0,3,1,0.0,1,0,4.81806666667,317.9924,0.657009090909,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
242,22.0,15.5,0,3,1,1.0,1,0,5.16666666667,341.0,0.704545454545,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
243,29.0,10.5,0,2,0,0.0,0,0,5.25,304.5,0.362068965517,58.0,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
244,22.0,7.125,0,3,0,0.0,0,0,2.375,156.75,0.323863636364,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
245,30.0,7.225,0,3,0,0.0,0,0,2.40833333333,216.75,0.240833333333,90.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
246,44.0,90.0,0,1,2,0.0,2,0,90.0,3960.0,2.04545454545,44.0,0.0227272727273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
247,25.0,7.775,0,3,0,0.0,0,0,2.59166666667,194.375,0.311,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
248,24.0,14.5,2,2,0,1.0,2,0,7.25,348.0,0.604166666667,48.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
249,37.0,52.5542,1,1,1,1.0,2,1,52.5542,1944.5054,1.42038378378,37.0,0.027027027027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
250,54.0,26.0,0,2,1,0.0,1,0,13.0,1404.0,0.481481481481,108.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
251,25.0,7.25,0,3,0,0.0,0,0,2.41666666667,181.25,0.29,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
252,29.0,10.4625,1,3,1,0.0,2,1,3.4875,303.4125,0.360775862069,87.0,0.103448275862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
253,62.0,26.55,0,1,0,0.0,0,0,26.55,1646.1,0.428225806452,62.0,0.0161290322581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
254,30.0,16.1,0,3,1,0.0,1,0,5.36666666667,483.0,0.536666666667,90.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
255,41.0,20.2125,2,3,0,0.0,2,0,6.7375,828.7125,0.492987804878,123.0,0.0731707317073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
256,29.0,15.2458,2,3,0,1.0,2,0,5.08193333333,442.1282,0.525717241379,87.0,0.103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
257,36.0,79.2,0,1,0,1.0,0,0,79.2,2851.2,2.2,36.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
258,30.0,86.5,0,1,0,1.0,0,0,86.5,2595.0,2.88333333333,30.0,0.0333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
259,35.0,512.3292,0,1,0,1.0,0,0,512.3292,17931.522,14.6379771429,35.0,0.0285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
260,50.0,26.0,1,2,0,1.0,1,0,13.0,1300.0,0.52,100.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
261,25.0,7.75,0,3,0,0.0,0,0,2.58333333333,193.75,0.31,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
262,3.0,31.3875,2,3,4,1.0,6,8,10.4625,94.1625,10.4625,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
263,52.0,79.65,1,1,1,0.0,2,1,79.65,4141.8,1.53173076923,52.0,0.0192307692308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
264,40.0,0.0,0,1,0,0.0,0,0,0.0,0.0,0.0,40.0,0.025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265,22.0,7.75,0,3,0,0.0,0,0,2.58333333333,170.5,0.352272727273,66.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
266,36.0,10.5,0,2,0,0.0,0,0,5.25,378.0,0.291666666667,72.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
267,16.0,39.6875,1,3,4,0.0,5,4,13.2291666667,635.0,2.48046875,48.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
268,25.0,7.775,0,3,1,1.0,1,0,2.59166666667,194.375,0.311,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
269,58.0,153.4625,1,1,0,1.0,1,0,153.4625,8900.825,2.64590517241,58.0,0.0172413793103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
270,35.0,135.6333,0,1,0,1.0,0,0,135.6333,4747.1655,3.87523714286,35.0,0.0285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
271,42.0,31.0,0,1,0,0.0,0,0,31.0,1302.0,0.738095238095,42.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
272,25.0,0.0,0,3,0,1.0,0,0,0.0,0.0,0.0,75.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
